#SampleID	env_package	empo_1	empo_2	empo_3	is_emp	is_agp
10317.000063337	human-skin	Host-associated	Animal	Animal surface	False	True
894.OS751.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
2192.H07b.Hand.4063.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000069071	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H07b.Hand.4162.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
755.EF.BETA.09.06.11.lane1.NoIndex.L001	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000098439	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Dog.Nose.2064.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000074216	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H05b.Kitchen.Light.Switch.2883.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Kitchen.Counter.2665.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Dog.Nose.2010.lane5.NoIndex.L005	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Bedroom.Floor.628.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07b.Hand.3847.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Kitchen.Light.Switch.3075.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H02a.Foot.752.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000076672	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000012853	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Kitchen.Counter.1825.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H02a.Hand.871.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000105550	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H06a.Kitchen.Floor.3002.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Foot.2579.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000062155	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H02a.Bedroom.Floor.844.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
894.UY908.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
2192.H06b.Foot.3059.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000098677	human-gut	Host-associated	Animal	Animal distal gut	False	True
861.C17.dec08	water	Free-living	Saline	Water (saline)	True	False
861.U10.jul09	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000005235	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000009714	human-oral	Host-associated	Animal	Animal secretion	False	True
894.SV1743.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
2192.H06b.Foot.3350.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Kitchen.Light.Switch.2451.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Foot.104.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
861.X83.dec08	water	Free-living	Saline	Water (saline)	True	False
10317.000096815	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000107676	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000063152	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H01a.Front.Door.Knob.125.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H03a.Foot.1280.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07a.Kitchen.Counter.3673.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Nose.324.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07b.Hand.3946.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000012494	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H01a.Hand.34.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Kitchen.Floor.2450.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H03a.Kitchen.Floor.1514.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000103047	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000043119	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H03a.Front.Door.Knob.1469.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H06a.Hand.3037.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07a.Front.Door.Knob.3725.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H02a.Kitchen.Floor.746.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07a.Cat.Paw.3685.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Kitchen.Counter.2977.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000097172	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Nose.2049.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Dog.Nose.1842.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Foot.2723.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Kitchen.Counter.3049.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000007557	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Front.Door.Knob.1901.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H06b.Nose.3372.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
864.11.CON.addV.noG.addW.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000041062	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H06b.Nose.3276.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007493	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000099169	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H05b.Hand.2455.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Foot.3062.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Kitchen.Floor.770.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000007677	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H06b.Nose.3105.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Kitchen.Counter.2833.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Front.Door.Knob.197.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07a.Nose.3729.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07b.Hand.4114.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000068818	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H06b.Nose.3303.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Nose.3345.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Bedroom.Floor.2884.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H03a.Nose.1404.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000047865	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H05b.Kitchen.Floor.2498.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Hand.2770.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Front.Door.Knob.5.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H03a.Foot.1331.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Nose.2481.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
755.LSSF.BETA.D30.02.06.11.lane1.NoIndex.L001	built environment	Free-living	Non-saline	Soil (non-saline)	True	False
2192.H06b.Nose.3375.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Hand.253.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07b.Foot.3992.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Front.Door.Knob.749.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Kitchen.Counter.313.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Kitchen.Floor.1922.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H03a.Hand.1279.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007284	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H01a.Nose.36.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Nose.2580.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Kitchen.Counter.1417.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H03a.Foot.1256.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Kitchen.Light.Switch.2979.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000073749	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H04a.Dog.Nose.1989.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Kitchen.Floor.218.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H06b.Bedroom.Floor.3316.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000073317	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000015694	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H07b.Nose.4164.lane1.NoIndex.L001	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000089574	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H04a.Nose.2100.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000015652	human-skin	Host-associated	Animal	Animal surface	False	True
894.MR944.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000107260	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000098407	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H07b.Cat.Fur.4070.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Kitchen.Counter.1849.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Bathroom.Door.Knob.2622.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07a.Foot.3755.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Nose.3201.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000005594	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Kitchen.Floor.1802.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Bedroom.Floor.2908.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H06b.Hand.3271.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Foot.224.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000042919	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H06a.Nose.3039.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007335	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Kitchen.Counter.2089.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H01a.Hand.79.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
894.GV1885.lane2.NoIndex.L002	host-associated	Host-associated	Animal	Animal distal gut	True	False
10317.000097475	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000041057	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H05b.Hand.2794.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
945.P11.F12.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000097244	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000073748	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H07a.Bedroom.Floor.3772.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
945.P9.E11.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)	True	False
861.X60.dec08	water	Free-living	Saline	Water (saline)	True	False
2192.H01a.Bedroom.Floor.28.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Kitchen.Counter.2401.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H02a.Kitchen.Light.Switch.819.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
