name	molecularFormula	adduct	most specific class	level 5	subclass	class	superclass	all classifications
2747_specs_ms_FEATURE_2749	C36H70O12	[M + H]+	Glycosyl compounds	Glycosyl compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
415_specs_ms_FEATURE_417	C18H32O4	[M + H]+	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1023_specs_ms_FEATURE_1025	C22H43NO	[M + Na]+	N-acyl amines	N-acyl amines	Fatty amides	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2237_specs_ms_FEATURE_2239	C50H79N5O6	[M + H]+	N-acyl amines	N-acyl amines	Fatty amides	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1378_specs_ms_FEATURE_1380	C34H66O10	[M + H]+	Carboxylic acid esters	Carboxylic acid esters	Carboxylic acid derivatives	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
497_specs_ms_FEATURE_499	C30H56N14O7	[M + Na]+	Oligopeptides	Peptides	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
2052_specs_ms_FEATURE_2054	C21H28O5	[M + Na]+	Lipids and lipid-like molecules				Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1025_specs_ms_FEATURE_1027	C17H27O6	[M + K]+	Glycosyl compounds	Glycosyl compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
3642_specs_ms_FEATURE_3644	C58H68	[M + K]+	Benzenoids				Benzenoids	Organic compounds; Benzenoids; Hydrocarbons; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities
2090_specs_ms_FEATURE_2092	C13H29N3O7	[M + H]+	Primary alcohols	Primary alcohols	Alcohols and polyols	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1925_specs_ms_FEATURE_1927	C11H29N5O2	[M + K]+	Alpha amino acids	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3327_specs_ms_FEATURE_3329	C39H56O10	[M + Na]+	Benzenoids				Benzenoids	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
358_specs_ms_FEATURE_360	C34H48O13	[M + Na]+	Steroidal glycosides		Steroidal glycosides	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2176_specs_ms_FEATURE_2178	C25H53NO5	[M + Na]+	N-acyl amines	N-acyl amines	Fatty amides	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Monoalkylamines; N-acyl amines; Secondary alcohols; 1,2-aminoalcohols; Polyols; Amines; Primary amines; Alkanolamines; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2381_specs_ms_FEATURE_2383	C22H41NO3	[M + H]+	N-acyl-alpha amino acids	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
571_specs_ms_FEATURE_573	C34H48O10	[M + Na]+	Alkyl aryl ethers	Alkyl aryl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2968_specs_ms_FEATURE_2970	C19H37N7O3	[M + H]+	Amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1463_specs_ms_FEATURE_1465	C30H50O6	[M + H]+	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
581_specs_ms_FEATURE_583	C24H42O9	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1149_specs_ms_FEATURE_1151	C41H77N5O7	[M + H]+	Alpha amino acids and derivatives	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2051_specs_ms_FEATURE_2053	C9H21N5O3	[M + H]+	Monoalkylamines	Primary amines	Amines	Organonitrogen compounds	Organic nitrogen compounds	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3070_specs_ms_FEATURE_3072	C8H16N5O2	[M + H]+	Heteroaromatic compounds			Heteroaromatic compounds	Organoheterocyclic compounds	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2638_specs_ms_FEATURE_2640	C17H27NO	[M + H]+	N-acyl amines	N-acyl amines	Fatty amides	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1901_specs_ms_FEATURE_1903	C13H23NO5	[M + H]+	N-acyl-alpha amino acids	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2161_specs_ms_FEATURE_2163	C23H39NO5	[M + H]+	N-acyl-alpha amino acids	Amino acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
