#SampleID	swab_id	orig_sample_name	avg_percent_humidity	total_precipitation_in	total_precipitation_cm	weather_station	description	processing_control	control	gDNA_concentration	shotgon_library_concentration	16S_seqs	reads_used	below_threshold	extraction_plate	days_since_placement	season	geo_loc_name	soil_max_temp_c	soil_mean_temp_c	soil_min_temp_c	swab_barcode1	swab_barcode2	temp_c_max	temp_c_min	temp_c_average	time_since_death_to_cooling	tot_mass	soil_add_0c	soil_add_4c	soil_add_5c	soil_add_6c	soil_control	soil_temp_average	soil_temp_max	soil_temp_min	weight	maggot_notes	maggots	megyesi_score	megyesi_stage	notes	placement_head_direction	qiita_study_id	sample_collection_date	sample_type	sample_type_soil_control	scavenging_activity	scavenging_notes	scientific_name	sex	host_scientific_name	host_subject_id	validation_set	Testing	host_taxa_id	humidity_max	humidity_min	initial_body_condition	latitude	longitude	donor_storage	donor_storage_days	env_type	height	host_common_name	body_site	cause_of_death	country	date_of_death	days_of_decomposition	add_0c	add_0c_group	facility	add_facility	old_add_0c	old_add_4c	old_add_5c	age	ahd_humidity	ambient_max_temp_c	ambient_min_temp_c	ambient_temp_avg	approximate_age	autopsy	qiita_study	reextracted	hiseq_or_novaseq_better	shotgun_barcode_used
#q2:types	categorical	categorical	numeric	numeric	numeric	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	numeric	numeric	numeric	categorical	categorical	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	numeric	numeric	categorical	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical	categorical	categorical	categorical	categorical
61726_S1600_L003	61726	soil.hip.UTK.K016.06.2016.10.15.day11	60.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.201	12.75	20777	1387869	n	19	10	fall	USA:Tennessee:Knoxville				61726	61727	34.101	15.327	21.571	2 days	115					n	20.841	21.476	20.26		not_applicable	y	16	active		south	11489	10/15/16	soil	soil	y	not_applicable	soil metagenome	male	not_applicable	UTK.K016.06	y	Test	not_applicable	90.17	30.495	fair	35.940959	-83.939774	y	3			not_applicable	soil.hip	Lung Cx	USA	10/3/16	11	187.6	active	ARF	activeARF				58		19.2	24.4	21.5	72	n	11489	n	novaseq	61726
61724_S1554_L003	61724	soil.hip.UTK.K016.06.2016.10.13.day9	55.9	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.052	11.613	17160	2848686	n	17	8	fall	USA:Tennessee:Knoxville				61724	61725	31.798	12.284	18.338	2 days	115					n	19.256	19.814	18.803		not_applicable	y	17	advanced		south	11489	10/13/16	soil	soil	y	not_applicable	soil metagenome	male	not_applicable	UTK.K016.06	y	Test	not_applicable	80.928	23.193	fair	35.940959	-83.939774	y	3			not_applicable	soil.hip	Lung Cx	USA	10/3/16	9	146.4	active	ARF	activeARF				58		16.5	29	22.5	72	n	11489	n	novaseq	61724
61706_S1599_L003	61706	soil.hip.UTK.K016.06.2016.10.14.day10	59.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.102	12.923	16324	2298093	n	19	9	fall	USA:Tennessee:Knoxville				61706	61707	27.937	16.321	20.701	2 days	115					n	20.16	20.946	19.727		not_applicable	y	14	active		south	11489	10/14/16	soil	soil	y	not_applicable	soil metagenome	male	not_applicable	UTK.K016.06	y	Test	not_applicable	83.794	35.473	fair	35.940959	-83.939774	y	3			not_applicable	soil.hip	Lung Cx	USA	10/3/16	10	166.5	active	ARF	activeARF				58		21.3	31.2	25.7	64	n	11489	n	novaseq	61706
61690_S1543_L003	61690	soil.hip.UTK.K016.06.2016.10.11.day7	52.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.005	7.421	15774	3265092	n	17	6	fall	USA:Tennessee:Knoxville				61690	61691	29.224	10.879	17.123	2 days	115					n	18.806	19.314	18.319		not_applicable	y	13	active		south	11489	10/11/16	soil	soil	y	not_applicable	soil metagenome	male	not_applicable	UTK.K016.06	y	Test	not_applicable	83.221	25.627	fair	35.940959	-83.939774	y	3			not_applicable	soil.hip	Lung Cx	USA	10/3/16	7	112.4	active	ARF	activeARF				58					81	n	11489	n	novaseq	61690
61688_S1541_L003	61688	soil.hip.UTK.K016.06.2016.10.09.day5	43	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.137	11.549	13812	2566277	n	17	4	fall	USA:Tennessee:Knoxville				61688	61689	27.988	13.526	17.87	2 days	115					n	19.579	20.614	19.119		not_applicable	y	5	early		south	11489	10/9/16	soil	soil	y	not_applicable	soil metagenome	male	not_applicable	UTK.K016.06	y	Test	not_applicable	65.204	23.923	fair	35.940959	-83.939774	y	3			not_applicable	soil.hip	Lung Cx	USA	10/3/16	5	79.4	active	ARF	activeARF				58		19.5	28.8	22.2	72	n	11489	n	novaseq	61688
61668_S1527_L003	61668	soil.hip.UTK.K016.06.2016.10.08.day4	64.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.175	14.051	18428	2637232	n	17	3	fall	USA:Tennessee:Knoxville				61668	61669	22.82	16.59	20.869	2 days	115					n	20.887	21.025	20.614		not_applicable	y	8	active		south	11489	10/8/16	soil	soil	y	not_applicable	soil metagenome	male	not_applicable	UTK.K016.06	y	Test	not_applicable	87.234	36.745	fair	35.940959	-83.939774	y	3			not_applicable	soil.hip	Lung Cx	USA	10/3/16	4	62.5	active	ARF	activeARF				58		19.9	23.1	21	83	n	11489	n	novaseq	61668
61654_S1531_L003	61654	soil.hip.UTK.K016.06.2016.10.07.day3	66.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.085	13.871	16776	2603018	n	17	2	fall	USA:Tennessee:Knoxville				61654	61655	36.317	15.19	21.894	2 days	115					n	20.14	20.805	19.788		not_applicable	y	3	early		south	11489	10/7/16	soil	soil	y	not_applicable	soil metagenome	male	not_applicable	UTK.K016.06	y	Test	not_applicable	89.278	24.166	fair	35.940959	-83.939774	y	3			not_applicable	soil.hip	Lung Cx	USA	10/3/16	3	40.8	early	ARF	earlyARF				58						n	11489	n	novaseq	61654
61652_S1539_L003	61652	soil.hip.UTK.K016.06.2016.10.05.day1	60.1	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.221	16.361	14502	1982124	n	17	0	fall	USA:Tennessee:Knoxville				61652	61653	39.245	18.725	24.59	2 days	115					n	18.83	21.365	18.321		not_applicable	n	3	day0		south	11489	10/5/16	soil	soil	n	not_applicable	soil metagenome	male	not_applicable	UTK.K016.06	y	Test	not_applicable	69.893	19.348	fair	35.940959	-83.939774	y	3			not_applicable	soil.hip	Lung Cx	USA	10/3/16	1	0	day0	ARF	day0ARF				58		14.7	23.7	20.2	83	n	11489	n	novaseq	61652
61634_S1532_L003	61634	soil.hip.UTK.K016.06.2016.10.06.day2	57.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.054	5.751	15876	3742708	n	17	1	fall	USA:Tennessee:Knoxville				61634	61635	36.816	15.649	21.08	2 days	115					n	19.289	20.074	18.764		not_applicable	n	3	early		south	11489	10/6/16	soil	soil	y	not_applicable	soil metagenome	male	not_applicable	UTK.K016.06	y	Test	not_applicable	87.234	17.254	fair	35.940959	-83.939774	y	3			not_applicable	soil.hip	Lung Cx	USA	10/3/16	2	20.4	early	ARF	earlyARF				58		16	28.7	21.3	64	n	11489	n	novaseq	61634
61632_S1535_L003	61632	soil.hip.UTK.K016.05.2016.10.16.day21	61	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.414	10.925	19604	2135246	n	17	20	fall	USA:Tennessee:Knoxville				61632	61633	28.245	17.906	21.724	hours	135					n	21.663	23.437	20.45		not_applicable	n	23	advanced		south	11489	10/16/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	84.822	39.828	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	21	383	advanced	ARF	advancedARF				81		17.7	29.5	22.1	64	n	11489	n	novaseq	61632
61618_S1529_L003	61618	soil.hip.UTK.K016.05.2016.10.15.day20	60.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.591	6.443	21793	5345412	n	17	19	fall	USA:Tennessee:Knoxville				61618	61619	29.283	15.521	21.369	hours	135					n	21.078	23.008	19.403		not_applicable	n	23	advanced		south	11489	10/15/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	88.602	35.277	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	20	361.3	advanced	ARF	advancedARF				81		19	25.5	21.8	72	n	11489	n	novaseq	61618
61616_S1538_L003	61616	soil.hip.UTK.K016.05.2016.10.13.day18	55.9	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.108	6.288	16864	2305676	n	17	17	fall	USA:Tennessee:Knoxville				61616	61617	24.82	12.532	17.924	hours	135					n	18.997	21.028	17.376		not_applicable	n	20	advanced		south	11489	10/13/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	79.629	37.805	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	18	320.1	advanced	ARF	advancedARF				81						n	11489	n	novaseq	61616
61598_S1533_L003	61598	soil.hip.UTK.K016.05.2016.10.14.day19	59.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	2.31	7.118	12274	3431426	n	17	18	fall	USA:Tennessee:Knoxville				61598	61599	27.567	16.412	20.682	hours	135					n	20.39	21.934	19.017		not_applicable	n	23	advanced		south	11489	10/14/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	82.802	35.277	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	19	340.2	advanced	ARF	advancedARF				81					58	n	11489	n	novaseq	61598
61596_S1526_L003	61596	soil.hip.UTK.K016.05.2016.10.12.day17	52	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.169	12.806	21784	2553618	n	17	16	fall	USA:Tennessee:Knoxville				61596	61597	25.048	10.656	16.535	hours	135					n	18.555	20.342	17.073		not_applicable	y	20	advanced		south	11489	10/12/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	89.503	21.894	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	17	302.8	advanced	ARF	advancedARF				81					58	n	11489	n	novaseq	61596
61582_S1587_L003	61582	soil.hip.UTK.K016.05.2016.10.11.day16	52.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.288	15.696	25055	1611186	n	19	15	fall	USA:Tennessee:Knoxville				61582	61583	24.844	11.147	16.95	hours	135					n	18.675	20.671	17.139		not_applicable	n	21	advanced		south	11489	10/11/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	81.648	28.157	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	16	286.1	advanced	ARF	advancedARF				81						n	11489	n	novaseq	61582
61580_S1606_L003	61580	soil.hip.UTK.K016.05.2016.10.09.day14	43	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.293	14.818	25883	2233321	n	24	13	fall	USA:Tennessee:Knoxville				61580	61581	22.419	13.586	17.645	hours	135					n	19.388	20.367	18.494		not_applicable	y	21	advanced		south	11489	10/9/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	63.591	30.566	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	14	253.1	advanced	ARF	advancedARF				81					95	n	11489	n	novaseq	61580
61562_S1596_L003	61562	soil.hip.UTK.K016.05.2016.10.10.day15	48	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.306	16.175	23930	1657778	n	19	14	fall	USA:Tennessee:Knoxville				61562	61563	22.934	11.842	16.629	hours	135					n	18.721	20.188	17.503		not_applicable	y	20	advanced		south	11489	10/10/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	85.976	26.471	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	15	269.7	advanced	ARF	advancedARF				81					95	n	11489	n	novaseq	61562
61560_S1598_L003	61560	soil.hip.UTK.K016.05.2016.10.08.day13	64.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.468	12.026	9888	1167734	n	19	12	fall	USA:Tennessee:Knoxville				61560	61561	22.868	16.671	20.843	hours	135					n	21.546	22.538	19.654		not_applicable	y	20	advanced		south	11489	10/8/16	soil	soil	y	no new	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	85.688	35.53	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	13	236.2	advanced	ARF	advancedARF				81					81	n	11489	n	novaseq	61560
61544_S1592_L003	61544	soil.hip.UTK.K016.05.2016.10.05.day10	60.1	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.58	5.184	23726	1840568	n	19	9	fall	USA:Tennessee:Knoxville				61544	61545	28.668	16.155	21.082	hours	135					n	20.641	22.643	18.395		not_applicable	y	19	advanced		south	11489	10/5/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	85.688	34.266	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	10	173.7	active	ARF	activeARF				81					63	n	11489	n	novaseq	61544
61526_S1588_L003	61526	soil.hip.UTK.K016.05.2016.10.06.day11	57.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.313	17.489	15446	1933461	n	19	10	fall	USA:Tennessee:Knoxville				61526	61527	28.052	15.884	20.712	hours	135					n	20.985	22.385	19.903		not_applicable	y	19	advanced		south	11489	10/6/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	86.554	27.194	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	11	194.1	active	ARF	activeARF				81					59	n	11489	n	novaseq	61526
61490_S1601_L003	61490	soil.hip.UTK.K016.05.2016.10.02.day7	65	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.414	10.012	23617	1547846	n	19	6	fall	USA:Tennessee:Knoxville				61490	61491	24.616	15.695	19.339	hours	135					n	19.578	20.155	18.879		not_applicable	y	18	advanced		south	11489	10/2/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	89.503	47.243	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	7	111.5	active	ARF	activeARF				81					95	n	11489	n	novaseq	61490
61488_S1561_L003	61488	soil.hip.UTK.K016.05.2016.09.30.day5	65.9	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.237	14.247	16216	1778780	n	18	4	fall	USA:Tennessee:Knoxville				61488	61489	24.035	12.039	16.879	hours	135					n	19.864	20.453	19.433		not_applicable	y	5	early		south	11489	9/30/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	85.688	34.013	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	5	76.2	active	ARF	activeARF				81					59	n	11489	n	novaseq	61488
61474_S1563_L003	61474	soil.hip.UTK.K016.05.2016.09.29.day4	65.7	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.247	15.261	14640	2144998	n	18	3	fall	USA:Tennessee:Knoxville				61474	61475	22.203	15.57	18.225	hours	135					n	20.695	21.005	20.453		not_applicable	n	3	early		south	11489	9/29/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	84.822	47.772	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	4	60.4	active	ARF	activeARF				81						n	11489	n	novaseq	61474
61472_S1559_L003	61472	soil.hip.UTK.K016.05.2016.09.27.day2	74.6	0.5	1.27	McGhee Tyson Airport Station	soil.hip	n	n	0.737	5.677	16061	2807010	n	18	1	fall	USA:Tennessee:Knoxville				61472	61473	27.38	17.955	21.638	hours	135					n	77.496	130.001	19.795		not_applicable	n	3	early		south	11489	9/27/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	90.705	45.39	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	2	21.3	early	ARF	earlyARF				81					58	n	11489	n	novaseq	61472
61454_S1605_L003	61454	soil.hip.UTK.K016.05.2016.09.28.day3	54	0.01	0.0254	McGhee Tyson Airport Station	soil.hip	n	n	1.173	6.522	20572	6064592	n	19	2	fall	USA:Tennessee:Knoxville				61454	61455	29.397	14.277	20.961	hours	135					n	20.589	20.952	20.278		not_applicable	n	3	early		south	11489	9/28/16	soil	soil	y	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	88.001	22.616	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	3	41.7	early	ARF	earlyARF				81					63	n	11489	n	novaseq	61454
61452_S1604_L003	61452	soil.hip.UTK.K016.05.2016.09.26.day1	74.5	0	0	McGhee Tyson Airport Station	soil.hip	n	n	2.354	2.249	15332	6904096	n	19	0	fall	USA:Tennessee:Knoxville				61452	61453	29.908	20.69	22.256	hours	135					n	107.896	130.001	22.694		not_applicable	n	3	day0		south	11489	9/26/16	soil	soil	n	not_applicable	soil metagenome	female	not_applicable	UTK.K016.05	n	Train	not_applicable	97.615	53.332	good	35.940959	-83.939774	y	5		169.5	not_applicable	soil.hip	Aortic Aneurysm	USA	9/13/16	1	0	day0	ARF	day0ARF				81					81	n	11489	n	novaseq	61452
61438_S1536_L003	61438	soil.hip.UTK.K016.04.2016.10.16.day21	61	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.075	10.53	15624	3651977	n	17	20	fall	USA:Tennessee:Knoxville				61438	61439	29.286	17.847	21.941	2 days	67					n	24.212	24.845	23.702		not_applicable	n	20	advanced		south	11489	10/16/16	soil	soil	y	no new	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	86.818	39.319	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	21	383	advanced	ARF	advancedARF				95						n	11489	n	novaseq	61438
61436_S1546_L003	61436	soil.hip.UTK.K016.04.2016.10.14.day19	59.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.044	11.918	16170	1770621	n	17	18	fall	USA:Tennessee:Knoxville				61436	61437	30.23	16.429	20.975	2 days	67					n	23.23	24.329	22.509		not_applicable	n	20	advanced		south	11489	10/14/16	soil	soil	y	no new	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	85.116	33.508	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	19	340.2	advanced	ARF	advancedARF				95						n	11489	n	novaseq	61436
61418_S1542_L003	61418	soil.hip.UTK.K016.04.2016.10.15.day20	60.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.077	17.376	14353	1644205	n	17	19	fall	USA:Tennessee:Knoxville				61418	61419	30.737	15.412	21.601	2 days	67					n	23.863	24.655	23.085		not_applicable	n	20	advanced		south	11489	10/15/16	soil	soil	y	no new	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	91.179	36.287	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	20	361.3	advanced	ARF	advancedARF				95						n	11489	n	novaseq	61418
61416_S1549_L003	61416	soil.hip.UTK.K016.04.2016.10.13.day18	55.9	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.349	7.667	18538	2973730	n	17	17	fall	USA:Tennessee:Knoxville				61416	61417	26.007	12.405	18.16	2 days	67					n	22.077	23.125	21.352		not_applicable	n	21	advanced		south	11489	10/13/16	soil	soil	y	no new	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	81.996	38.056	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	18	320.1	advanced	ARF	advancedARF				95					59	n	11489	n	novaseq	61416
61402_S1530_L003	61402	soil.hip.UTK.K016.04.2016.10.12.day17	52	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.087	6.182	11788	2677492	n	17	16	fall	USA:Tennessee:Knoxville				61402	61403	30.862	10.47	17.125	2 days	67					n	22.052	22.915	21.381		not_applicable	n	17	advanced		south	11489	10/12/16	soil	soil	y	no new	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	92.943	21.376	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	17	302.8	advanced	ARF	advancedARF				95					59	n	11489	n	novaseq	61402
61400_S1547_L003	61400	soil.hip.UTK.K016.04.2016.10.10.day15	48	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.008	5.322	15804	2218808	n	17	14	fall	USA:Tennessee:Knoxville				61400	61401	30.224	11.849	17.177	2 days	67					n	23.007	23.782	22.438		not_applicable	n	17	advanced		south	11489	10/10/16	soil	soil	y	Some additional  to L. Arm	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	87.669	24.043	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	15	269.7	advanced	ARF	advancedARF				95					63	n	11489	n	novaseq	61400
61380_S1553_L003	61380	soil.hip.UTK.K016.04.2016.10.09.day14	43	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.071	16.096	14423	2029943	n	17	13	fall	USA:Tennessee:Knoxville				61380	61381	32.75	13.558	18.283	2 days	67					n	23.761	24.905	23.244		not_applicable	y	16	active		south	11489	10/9/16	soil	soil	y	no new	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	65.019	19.031	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	14	253.1	advanced	ARF	advancedARF				95						n	11489	n	novaseq	61380
61366_S1564_L003	61366	soil.hip.UTK.K016.04.2016.10.08.day13	64.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.568	4.766	17027	3508854	n	18	12	fall	USA:Tennessee:Knoxville				61366	61367	27.672	16.639	21.165	2 days	67					n	25.501	25.782	24.905		not_applicable	y	17	advanced		south	11489	10/8/16	soil	soil	y	no new	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	87.102	36.792	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	13	236.2	advanced	ARF	advancedARF				95						n	11489	n	novaseq	61366
61346_S1562_L003	61346	soil.hip.UTK.K016.04.2016.10.07.day12	66.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.059	12.675	16718	3105950	n	18	11	fall	USA:Tennessee:Knoxville				61346	61347	38.445	15.324	22.279	2 days	67					n	24.309	25.665	23.605		not_applicable	y	15	active		south	11489	10/7/16	soil	soil	y	no new	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	91.473	25.739	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	12	214.5	advanced	ARF	advancedARF				95		16.9	24.5	19.9	64	n	11489	n	novaseq	61346
61344_S1603_L003	61344	soil.hip.UTK.K016.04.2016.10.05.day10	60.1	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.137	16.199	13800	1364234	n	19	9	fall	USA:Tennessee:Knoxville				61344	61345	37.783	16.014	21.807	2 days	67					n	23.869	24.472	23.24		not_applicable	y	16	active		south	11489	10/5/16	soil	soil	y	Raccoons; L. Leg	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	88.534	24.043	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	10	173.7	active	ARF	activeARF				95					69	n	11489	n	novaseq	61344
61330_S1590_L003	61330	soil.hip.UTK.K016.04.2016.10.04.day9	58.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.101	13.469	23515	1858310	n	19	8	fall	USA:Tennessee:Knoxville				61330	61331	38.215	16.714	22.242	2 days	67					n	23.426	24.386	22.724		not_applicable	y	15	active		south	11489	10/4/16	soil	soil	n	not_applicable	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	86.251	23.8	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	9	152.3	active	ARF	activeARF				95					63	n	11489	n	novaseq	61330
61328_S1586_L003	61328	soil.hip.UTK.K016.04.2016.10.02.day7	65	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.024	8.68	16148	1621186	n	18	6	fall	USA:Tennessee:Knoxville				61328	61329	25.719	15.659	19.622	2 days	67					n	22.367	23.175	21.861		not_applicable	y	14	active		south	11489	10/2/16	soil	soil	n	not_applicable	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	91.179	46.668	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	7	111.5	active	ARF	activeARF				95					95	n	11489	n	novaseq	61328
61310_S1591_L003	61310	soil.hip.UTK.K016.04.2016.10.03.day8	65.7	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.076	13.501	22014	1566188	n	19	7	fall	USA:Tennessee:Knoxville				61310	61311	36.488	14.459	20.41	2 days	67					n	22.841	23.422	22.213		not_applicable	y	12	active		south	11489	10/3/16	soil	soil	n	not_applicable	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	95.882	27.436	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	8	130.7	active	ARF	activeARF				95					69	n	11489	n	novaseq	61310
61272_S1558_L003	61272	soil.hip.UTK.K016.04.2016.09.27.day2	74.6	0.5	1.27	McGhee Tyson Airport Station	soil.hip	n	n	0.131	15.414	19295	1802076	n	18	1	fall	USA:Tennessee:Knoxville				61272	61273	29.195	18.028	22.168	2 days	67					n	21.798	22.461	21.348		not_applicable	n	4	early		south	11489	9/27/16	soil	soil	n	not_applicable	soil metagenome	female	not_applicable	UTK.K016.04	n	Train	not_applicable	92.649	46.668	good	35.940959	-83.939774	y	3		147	not_applicable	soil.hip	Alzheimers Dementia	USA	9/21/16	2	21.3	early	ARF	earlyARF				95		16.6	28.7	21.1	72	n	11489	n	novaseq	61272
